date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20220807,6,0.56,23,46,9
20220807,7,0.56,23,45,10
20220807,8,0.55,22,61,10
20220807,9,0.49,17,97,9
20220807,10,0.4,11,122,8
20220807,11,0.36,10,131,7
20220807,12,0.33,8,129,7
20220807,13,0.3,8,133,7
20220807,14,0.36,8,131,6
20220807,15,0.35,8,133,6
20220807,16,0.38,8,131,6
20220807,17,0.33,9,126,6
20220807,18,0.36,9,123,6
20220807,19,0.36,11,115,6
20220807,20,0.44,13,104,6
20220807,21,0.47,16,93,7
20220807,22,0.47,17,85,8
20220807,23,0.47,18,79,7
20220808,0,0.46,17,77,7
20220808,1,0.46,17,74,7
20220808,2,0.44,17,72,7
20220808,3,0.47,17,67,7
20220808,4,0.51,18,61,8
20220808,5,0.54,20,52,8
20220808,6,0.57,23,44,9
20220808,7,0.6,25,44,9
20220808,8,0.56,23,61,9
20220808,9,0.5,18,91,9
20220808,10,0.46,16,122,9
20220808,11,0.41,13,144,8
20220808,12,0.39,10,156,7
20220808,13,0.47,10,158,7
20220808,14,0.41,9,159,7
20220808,15,0.39,11,151,7
20220808,16,0.4,11,142,7
20220808,17,0.43,12,144,6
20220808,18,0.44,13,139,6
20220808,19,0.46,13,127,6
20220808,20,0.45,14,114,7
20220808,21,0.46,18,96,6
20220808,22,0.44,19,88,6
20220808,23,0.45,19,82,6
20220809,0,0.45,19,83,7
20220809,1,0.47,17,82,6
20220809,2,0.49,17,74,6
20220809,3,0.49,16,67,6
20220809,4,0.49,16,59,7
20220809,5,0.5,17,52,8
20220809,6,0.55,21,44,8
20220809,7,0.56,23,41,9
20220809,8,0.6,26,46,10
20220809,9,0.59,26,64,11
20220809,10,0.64,22,98,10
20220809,11,0.61,17,133,10
20220809,12,0.53,11,147,9
20220809,13,0.55,12,152,8
20220809,14,0.56,11,150,7
20220809,15,0.56,10,145,7
20220809,16,0.53,10,144,7
20220809,17,0.53,13,138,7
20220809,18,0.59,12,135,7
20220809,19,0.6,15,118,7
20220809,20,0.59,15,96,7
20220809,21,0.54,16,75,7
20220809,22,0.59,17,56,8
20220809,23,0.59,18,50,8
20220810,0,0.57,18,50,9
20220810,1,0.56,18,48,9
20220810,2,0.57,19,45,10
20220810,3,0.55,19,39,10
20220810,4,0.52,20,34,9
20220810,5,0.52,19,31,8
20220810,6,0.56,20,26,8
20220810,7,0.61,20,21,6
20220810,8,0.7,19,17,6
20220810,9,0.71,19,18,6
20220810,10,0.72,20,21,6
20220810,11,0.76,20,24,7
20220810,12,0.8,24,32,8
20220810,13,0.84,24,45,8
20220810,14,0.8,23,67,8
20220810,15,0.76,20,100,8
20220810,16,0.73,17,132,7
20220810,17,0.73,16,146,7
20220810,18,0.79,22,138,7
20220810,19,0.81,23,126,7
20220810,20,0.89,30,107,8
20220810,21,0.89,35,76,8
20220810,22,0.89,34,65,7
20220810,23,0.88,32,64,7
20220811,0,0.89,33,60,8
20220811,1,0.97,33,54,7
20220811,2,1.12,30,54,7
20220811,3,1.06,23,55,7
20220811,4,1,25,50,7
20220811,5,0.88,16,62,6
20220811,6,0.9,17,56,6
20220811,7,0.96,25,48,6
20220811,8,0.97,29,62,7
20220811,9,0.94,26,101,8
20220811,10,0.87,18,143,8
20220811,11,0.78,15,172,8
20220811,12,0.71,12,173,7
20220811,13,0.63,10,183,6
20220811,14,0.65,8,182,6
20220811,15,0.6,9,173,6
20220811,16,0.5,8,150,6
20220811,17,0.46,9,139,6
20220811,18,0.49,10,139,6
20220811,19,0.56,12,144,6
20220811,20,0.56,14,125,7
20220811,21,0.59,19,113,8
20220811,22,0.63,19,99,8
20220811,23,0.65,19,84,8
20220812,0,0.71,24,69,9
20220812,1,0.67,27,59,9
20220812,2,0.66,29,50,11
20220812,3,0.7,31,44,13
20220812,4,0.66,29,45,13
20220812,5,0.65,31,39,12
20220812,6,0.66,30,38,12
20220812,7,0.69,30,42,14
20220812,8,0.72,28,58,13
20220812,10,0.45,14,127,9
20220812,11,0.45,10,141,8
20220812,12,0.44,9,146,7
20220812,13,0.43,9,151,7
20220812,14,0.43,9,147,7
20220812,15,0.4,8,144,7
20220812,16,0.41,10,147,7
20220812,17,0.46,10,154,6
20220812,18,0.46,11,146,7
20220812,19,0.46,11,134,7
20220812,20,0.49,14,119,6
20220812,21,0.52,17,103,7
20220812,22,0.51,18,95,6
20220812,23,0.52,17,98,7
20220813,0,0.52,17,97,9
20220813,1,0.51,17,87,8
20220813,2,0.55,21,75,9
20220813,3,0.58,18,78,9
20220813,4,0.56,19,66,7
20220813,5,0.58,21,55,7
20220813,6,0.6,22,47,10
20220813,7,0.69,27,39,13
20220813,8,0.72,32,40,12
20220813,9,0.69,26,78,12
20220813,10,0.56,17,112,9
20220813,11,0.54,13,129,8
20220813,12,0.43,9,124,7
20220813,13,0.43,9,131,7
20220813,14,0.4,7,135,6
20220813,15,0.37,7,137,7
20220813,16,0.37,7,141,7
20220813,17,0.38,8,144,7
20220813,18,0.39,8,139,6
20220813,19,0.45,11,134,6
20220813,20,0.53,14,121,7
20220813,21,0.58,16,110,8
20220813,22,0.58,17,104,9
20220813,23,0.6,20,92,7
20220814,0,0.53,18,89,6
20220814,1,0.54,19,86,7
20220814,2,0.55,20,85,8
20220814,3,0.54,18,83,9
20220814,4,0.56,18,78,8
20220814,5,0.56,20,70,7
20220814,6,0.55,22,58,7
20220814,7,0.57,22,55,8
20220814,8,0.6,22,66,10
20220814,9,0.65,21,93,10
20220814,10,0.66,17,140,10
20220814,11,0.61,13,162,8
20220814,12,0.51,9,161,7
20220814,13,0.47,7,161,7
20220814,14,0.47,8,163,7
20220814,15,0.49,8,151,7
20220814,16,0.5,8,147,7
20220814,17,0.45,9,143,7
20220814,18,0.47,11,139,7
20220814,19,0.47,13,129,7
20220814,20,0.51,14,117,7
20220814,21,0.56,15,106,7
20220814,22,0.53,14,100,8
20220814,23,0.57,16,92,9
20220815,0,0.59,17,85,9
20220815,1,0.59,16,80,8
20220815,2,0.64,18,72,11
20220815,3,0.58,18,75,10
20220815,4,0.54,17,70,10
20220815,5,0.54,17,61,9
20220815,6,0.56,16,59,9
20220815,7,0.58,19,61,9
20220815,8,0.53,16,86,8
20220815,9,0.49,13,108,8
20220815,10,0.45,11,120,7
20220815,11,0.42,10,130,7
20220815,12,0.39,10,131,7
20220815,13,0.39,8,134,7
20220815,14,0.47,9,136,7
20220815,15,0.51,9,137,7
20220815,16,0.55,12,123,7
20220815,17,0.51,15,107,6
20220815,18,0.56,19,90,6
20220815,19,0.58,29,68,6
20220815,20,0.63,34,56,6
20220815,21,0.63,28,67,6
20220815,22,0.51,11,105,5
20220815,23,0.42,10,109,5
20220816,0,0.49,11,97,5
20220816,1,0.48,14,81,5
20220816,2,0.49,17,69,5
20220816,3,0.5,19,63,6
20220816,4,0.51,21,54,6
20220816,5,0.54,21,51,7
20220816,6,0.61,25,41,7
20220816,7,0.74,30,35,7
20220816,8,0.88,33,37,10
20220816,9,0.85,31,50,11
20220816,10,0.81,28,68,10
20220816,11,0.86,25,84,10
20220816,12,0.99,19,127,10
20220816,13,0.9,15,156,10
20220816,14,0.86,13,160,9
20220816,15,0.86,13,161,8
20220816,16,0.81,17,160,7
20220816,17,0.83,16,157,7
20220816,18,0.81,16,145,7
20220816,19,0.75,18,123,7
20220816,20,0.67,16,107,7
20220816,21,0.66,18,89,6
20220816,22,0.66,18,87,6
20220816,23,0.67,15,91,6
20220817,0,0.67,18,84,6
20220817,1,0.71,23,73,6
20220817,2,0.66,20,66,7
20220817,3,0.65,20,55,7
20220817,4,0.59,17,57,8
20220817,5,0.54,15,64,8
20220817,6,0.56,16,56,8
20220817,7,0.61,18,52,9
20220817,8,0.6,18,59,10
20220817,9,0.63,15,74,9
20220817,10,0.59,13,94,9
20220817,11,0.53,11,112,9
20220817,12,0.43,10,121,8
20220817,13,0.41,9,131,8
20220817,14,0.38,10,134,7
20220817,15,0.44,10,148,6
20220817,16,0.45,10,158,6
20220817,17,0.47,12,157,7
20220817,18,0.47,12,148,6
20220817,19,0.44,13,130,6
20220817,20,0.46,17,113,6
20220817,21,0.49,19,110,6
20220817,22,0.49,18,108,7
20220817,23,0.5,18,105,7
20220818,0,0.48,17,99,7
20220818,1,0.48,16,95,7
20220818,2,0.49,16,87,8
20220818,3,0.49,15,77,7
20220818,4,0.49,14,71,6
20220818,5,0.48,14,64,6
20220818,6,0.46,14,60,6
20220818,7,0.47,15,58,7
20220818,8,0.53,16,59,7
20220818,9,0.58,14,71,8
20220818,10,0.59,13,93,8
20220818,11,0.64,12,120,7
20220818,12,0.67,11,138,7
20220818,13,0.67,10,146,7
20220818,14,0.65,9,147,7
20220818,15,0.65,9,145,7
20220818,16,0.66,10,146,6
20220818,17,0.67,11,142,6
20220818,18,0.66,12,135,6
20220818,19,0.71,14,129,6
20220818,20,0.69,13,122,6
20220818,21,0.71,13,122,6
20220818,22,0.72,12,125,6
20220818,23,0.74,11,121,6
20220819,0,0.74,11,121,6
20220819,1,0.74,11,121,6
20220819,2,0.84,11,118,7
20220819,3,0.81,11,115,7
20220819,4,0.82,12,107,7
20220819,5,0.87,13,98,8
20220819,6,0.93,16,85,8
20220819,7,0.94,19,73,9
20220819,8,0.94,23,74,11
20220819,9,0.85,21,97,10
20220819,10,0.73,17,132,9
20220819,11,0.63,13,152,9
20220819,12,0.53,10,145,8
20220819,13,0.5,8,143,8
20220819,14,0.5,7,143,8
20220819,15,0.59,9,145,8
20220819,16,0.6,9,148,8
20220819,17,0.56,11,143,8
20220819,18,0.55,11,141,7
20220819,19,0.55,14,131,7
20220819,20,0.7,18,108,7
20220819,21,0.73,20,86,8
20220819,22,0.66,19,74,8
20220819,23,0.65,18,66,7
20220820,0,0.65,16,64,6
20220820,1,0.61,16,57,6
20220820,2,0.61,16,52,6
20220820,3,0.7,15,63,7
20220820,4,0.84,14,78,11
20220820,5,0.85,15,79,9
20220820,6,0.86,18,71,10
20220820,7,0.83,17,76,9
20220820,8,0.76,15,80,7
20220820,9,0.71,16,79,7
20220820,10,0.69,17,77,7
20220820,11,0.65,14,89,7
20220820,12,0.55,13,104,7
20220820,13,0.48,11,121,7
20220820,14,0.41,11,127,7
20220820,15,0.4,11,136,7
20220820,16,0.4,12,142,7
20220820,17,0.4,14,146,7
20220820,18,0.46,15,143,7
20220820,19,0.45,18,134,7
20220820,20,0.46,23,120,7
20220820,21,0.53,25,113,8
20220820,22,0.56,24,110,11
20220820,23,0.56,21,107,12
20220821,0,0.61,17,106,11
20220821,1,0.69,16,101,9
20220821,2,0.64,17,91,8
20220821,3,0.55,17,91,7
20220821,4,0.54,18,82,7
20220821,5,0.51,21,75,7
20220821,6,0.54,23,72,8
20220821,7,0.57,22,67,9
20220821,8,0.59,18,72,9
20220821,9,0.59,16,82,9
20220821,10,0.57,14,98,8
20220821,11,0.57,11,115,7
20220821,12,0.57,9,125,6
20220821,13,0.57,7,126,6
20220821,14,0.59,7,131,7
20220821,15,0.6,8,133,6
20220821,16,0.61,8,135,6
20220821,17,0.63,9,131,6
20220821,18,0.61,9,127,6
20220821,19,0.63,11,122,6
20220821,20,0.64,13,110,6
20220821,21,0.66,13,101,6
20220821,22,0.64,12,95,6
20220821,23,0.65,10,98,6
20220822,0,0.66,10,97,6
20220822,1,0.66,10,93,6
20220822,2,0.69,10,89,6
20220822,3,0.69,10,85,7
20220822,4,0.7,10,81,7
20220822,5,0.7,11,75,8
20220822,6,0.75,14,65,9
20220822,7,0.79,18,56,9
20220822,8,0.79,23,50,9
20220822,9,0.75,21,65,9
20220822,10,0.61,14,95,8
20220822,11,0.54,11,112,8
20220822,12,0.53,9,122,8
20220822,13,0.51,9,126,8
20220822,14,0.5,9,124,7
20220822,15,0.48,10,124,7
20220822,16,0.53,11,115,7
20220822,17,0.55,10,115,7
20220822,18,0.54,11,111,7
20220822,19,0.54,13,107,7
20220822,20,0.63,13,114,8
20220822,21,0.81,13,115,8
20220822,22,0.88,14,100,8
20220822,23,0.94,16,80,8
20220823,0,1,16,70,8
20220823,1,1.01,15,64,8
20220823,2,1,16,55,9
20220823,3,0.94,16,59,8
20220823,4,0.76,9,91,6
20220823,5,0.7,8,89,6
20220823,6,0.59,9,93,6
20220823,7,0.57,11,91,6
20220823,8,0.57,14,81,6
20220823,9,0.55,15,79,7
20220823,10,0.53,15,87,7
20220823,11,0.49,14,101,7
20220823,12,0.46,13,110,6
20220823,13,0.5,12,118,6
20220823,14,0.5,12,125,6
20220823,15,0.5,13,130,7
20220823,16,0.45,14,127,6
20220823,17,0.44,15,125,6
20220823,18,0.44,16,123,7
20220823,19,0.44,20,115,7
20220823,20,0.47,22,102,7
20220823,21,0.49,23,93,7
20220823,22,0.5,24,84,7
20220823,23,0.49,25,72,8
20220824,0,0.46,24,63,8
20220824,1,0.45,27,50,8
20220824,2,0.46,29,40,8
20220824,3,0.45,29,34,7
20220824,4,0.46,28,32,7
20220824,5,0.5,29,28,7
20220824,6,0.51,32,24,8
20220824,7,0.54,31,25,8
20220824,8,0.56,29,36,9
20220824,9,0.53,25,50,9
20220824,10,0.53,21,69,9
20220824,11,0.5,17,95,8
20220824,12,0.45,14,117,8
20220824,13,0.47,13,140,7
20220824,14,0.47,13,152,8
20220824,15,0.49,13,159,8
20220824,16,0.47,14,161,8
20220824,17,0.45,14,156,8
20220824,18,0.45,15,151,7
20220824,19,0.46,18,145,7
20220824,20,0.53,21,132,8
20220824,21,0.54,23,114,10
20220824,22,0.58,27,103,11
20220824,23,0.59,26,105,11
20220825,0,0.6,21,104,10
20220825,1,0.63,21,93,10
20220825,2,0.63,26,82,10
20220825,3,0.64,39,60,10
20220825,4,0.66,36,54,11
20220825,5,0.68,42,45,11
20220825,6,0.69,36,49,14
20220825,7,0.64,31,53,12
20220825,8,0.61,27,62,11
20220825,9,0.6,26,77,10
20220825,10,0.63,30,71,9
20220825,11,0.64,31,71,8
20220825,12,0.7,27,92,9
20220825,13,0.74,21,121,10
20220825,14,0.77,19,130,10
20220825,15,0.75,21,125,11
20220825,16,0.82,23,113,12
20220825,17,0.84,31,92,10
20220825,18,0.86,38,81,9
20220825,19,0.87,38,68,8
20220825,20,0.86,38,62,7
20220825,21,0.86,38,52,7
20220825,22,0.85,36,55,7
20220825,23,0.77,28,70,7
20220826,0,0.73,27,66,7
20220826,1,0.7,22,76,7
20220826,2,0.7,18,77,7
20220826,3,0.7,18,73,7
20220826,4,0.7,22,68,7
20220826,5,0.72,22,70,9
20220826,6,0.71,22,70,10
20220826,7,0.7,22,83,10
20220826,8,0.7,25,89,11
20220826,9,0.74,25,89,12
20220826,10,0.75,24,100,12
20220826,11,0.77,26,104,11
20220826,12,0.76,26,111,10
20220826,13,0.76,22,125,10
20220826,14,0.74,19,141,10
20220826,15,0.79,20,146,10
20220826,16,0.79,21,148,9
20220826,17,0.83,20,151,9
20220826,18,0.82,20,145,8
20220826,19,0.88,23,110,8
20220826,20,0.88,23,93,8
20220826,21,0.9,23,83,7
20220826,22,0.98,28,64,7
20220826,23,1.02,27,57,7
20220827,0,1,25,57,8
20220827,1,0.93,21,58,9
20220827,2,0.93,20,54,8
20220827,3,0.88,21,49,8
20220827,4,0.86,22,50,10
20220827,5,0.67,20,64,9
20220827,6,0.59,20,62,9
20220827,7,0.57,22,61,8
20220827,8,0.59,25,62,8
20220827,9,0.64,27,66,9
20220827,10,0.69,25,73,8
20220827,11,0.69,21,82,9
20220827,12,0.69,17,92,8
20220827,13,0.7,15,103,9
20220827,14,0.7,14,111,11
20220827,15,0.6,13,106,8
20220827,16,0.55,14,103,8
20220827,17,0.51,16,96,8
20220827,18,0.5,17,82,7
20220827,19,0.51,19,71,7
20220827,20,0.47,19,65,7
20220827,21,0.44,17,65,7
20220827,22,0.42,18,61,7
20220827,23,0.46,18,58,7
20220828,0,0.47,19,52,7
20220828,1,0.47,21,48,8
20220828,2,0.47,20,47,6
20220828,3,0.49,19,47,7
20220828,4,0.47,19,47,8
20220828,5,0.49,21,43,9
20220828,6,0.5,22,41,9
20220828,7,0.53,21,44,10
20220828,8,0.55,22,43,12
20220828,9,0.54,22,46,12
20220828,10,0.53,18,57,11
20220828,11,0.5,15,70,9
20220828,12,0.47,13,84,8
20220828,13,0.47,12,92,7
20220828,14,0.47,14,86,6
20220828,15,0.49,17,78,6
20220828,16,0.5,18,73,6
20220828,17,0.55,18,73,6
20220828,18,0.53,16,68,5
20220828,19,0.55,17,56,6
20220828,20,0.56,18,48,5
20220828,21,0.56,20,44,5
20220828,22,0.57,19,42,5
20220828,23,0.55,16,56,5
20220829,0,0.5,14,50,5
20220829,1,0.5,14,47,5
20220829,2,0.5,14,46,5
20220829,3,0.54,13,46,5
20220829,4,0.56,13,43,5
20220829,5,0.58,13,41,5
20220829,6,0.65,15,37,5
20220829,7,0.81,17,38,5
20220829,8,0.91,21,34,6
20220829,9,0.9,22,32,6
20220829,10,0.88,23,30,5
20220829,11,0.81,23,29,5
20220829,12,0.79,23,33,5
20220829,13,0.8,23,36,5
20220829,14,0.8,21,44,5
20220829,15,0.87,21,48,5
20220829,16,0.85,21,49,6
20220829,17,0.79,21,49,5
20220829,18,0.78,22,46,5
20220829,19,0.75,23,41,6
20220829,20,0.75,24,34,7
20220829,21,0.75,23,36,6
20220829,22,0.71,23,38,6
20220829,23,0.6,18,49,6
20220830,0,0.56,17,49,6
20220830,1,0.61,18,44,5
20220830,2,0.74,20,40,6
20220830,3,0.81,19,40,6
20220830,4,0.74,19,34,6
20220830,5,0.72,17,41,6
20220830,6,0.79,18,43,6
20220830,7,0.82,21,38,6
20220830,8,0.85,24,37,6
20220830,9,0.75,21,48,6
20220830,10,0.71,20,58,6
20220830,11,0.7,21,66,6
20220830,12,0.7,20,69,5
20220830,13,0.69,19,77,5
20220830,14,0.71,20,77,5
20220830,15,0.7,21,78,6
20220830,16,0.81,21,80,6
20220830,21,,,,
20220830,22,0.89,28,48,6
20220830,23,0.79,24,48,7
20220831,0,0.7,21,50,6
20220831,1,0.74,21,46,7
20220831,2,0.74,19,48,9
20220831,3,0.75,16,51,9
20220831,4,0.69,15,51,8
20220831,5,0.69,15,49,8
20220831,6,0.71,16,45,8
20220831,7,0.75,20,37,8
20220831,8,0.75,22,42,9
20220831,9,0.78,21,52,10
20220831,10,0.75,20,68,11
20220831,11,0.74,18,86,12
20220831,12,0.72,16,98,10
20220831,13,0.73,14,119,9
20220831,14,0.74,11,133,8
20220831,15,0.74,12,140,8
20220831,16,0.72,12,134,8
20220831,17,0.69,12,122,8
20220831,18,0.67,12,112,7
20220831,19,0.69,16,100,6
20220831,20,0.76,21,85,6
20220831,21,0.8,26,68,6
20220831,22,0.86,36,44,6
20220831,23,0.89,40,36,6
20220901,0,0.91,34,42,7
20220901,1,0.88,28,52,8
20220901,2,0.84,24,57,7
20220901,3,0.82,21,54,7
20220901,4,0.82,18,54,8
20220901,5,0.78,16,57,9
20220901,6,0.76,17,54,9
20220901,7,0.8,21,46,9
20220901,8,0.9,23,48,12
20220901,9,0.89,23,63,19
20220901,10,0.9,20,96,15
20220901,11,0.91,17,137,17
20220901,12,0.91,13,169,16
20220901,13,0.84,11,176,10
20220901,14,0.79,11,173,8
20220901,15,0.76,11,174,7
20220901,16,0.75,12,171,7
20220901,17,0.71,14,174,7
20220901,18,0.74,17,167,7
20220901,19,0.8,29,139,9
20220901,20,0.91,31,128,9
20220901,21,0.9,29,122,11
20220901,22,0.86,28,122,11
20220901,23,0.79,25,113,10
20220902,0,0.75,23,107,9
20220902,1,0.74,24,97,8
20220902,2,0.74,25,87,8
20220902,3,0.81,30,72,9
20220902,4,0.82,34,56,8
20220902,5,0.98,37,49,9
20220902,6,1.01,38,41,10
20220902,7,1.13,42,42,13
20220902,8,1.23,39,63,15
20220902,9,1.09,29,100,11
20220902,10,0.96,22,134,9
20220902,11,0.84,16,159,8
20220902,12,0.8,13,167,7
20220902,13,0.74,13,170,7
20220902,14,0.65,12,165,7
20220902,15,0.64,13,165,7
20220902,16,0.63,13,162,7
20220902,17,0.59,16,153,7
20220902,18,0.66,24,155,8
20220902,19,0.76,29,149,11
20220902,20,0.83,44,120,12
20220902,21,0.88,62,86,11
20220902,22,0.95,70,57,10
20220902,23,0.89,62,54,11
20220903,0,0.78,41,83,11
20220903,1,0.77,34,84,12
20220903,2,0.75,34,75,10
20220903,3,0.77,31,75,9
20220903,4,0.84,37,58,10
20220903,5,0.91,44,42,11
20220903,6,0.88,41,37,11
20220903,7,0.8,40,39,10
20220903,8,0.7,35,53,10
20220903,9,0.8,30,75,10
20220903,10,0.79,25,104,10
20220903,11,0.65,17,137,8
20220903,12,0.61,15,155,8
20220903,13,0.57,13,168,8
20220903,14,0.57,12,168,8
20220903,15,0.53,14,172,9
20220903,16,0.51,15,176,9
20220903,17,0.54,18,172,10
20220903,18,0.59,18,176,11
20220903,19,0.58,25,160,20
20220903,20,0.56,31,133,15
20220903,21,0.65,33,114,13
20220903,22,0.66,35,101,12
20220903,23,0.7,37,87,13
20220904,0,0.7,38,73,13
20220904,1,0.7,42,58,18
20220904,2,0.71,37,60,20
20220904,3,0.75,36,55,21
20220904,4,0.82,38,52,21
20220904,5,0.81,38,49,17
20220904,6,0.87,35,45,17
20220904,7,0.89,38,35,16
20220904,8,0.93,41,29,16
20220904,9,0.97,36,47,18
20220904,10,0.96,33,71,21
20220904,11,0.9,27,104,19
20220904,12,0.83,21,137,18
20220904,13,0.71,17,153,16
20220904,14,0.59,15,153,12
20220904,15,0.64,19,180,15
20220904,16,0.61,19,190,14
20220904,17,0.69,25,206,15
20220904,18,0.74,22,209,13
20220904,19,0.7,26,182,13
20220904,20,0.77,37,137,14
20220904,21,0.74,44,105,13
20220904,22,0.78,50,83,10
20220904,23,0.79,49,66,10
20220905,0,0.79,51,52,9
20220905,1,0.77,62,33,10
20220905,2,0.74,73,24,10
20220905,3,0.71,71,25,12
20220905,4,0.69,61,34,14
20220905,5,0.67,61,30,18
20220905,6,0.8,62,18,18
20220905,7,0.77,63,16,17
20220905,8,0.89,64,28,18
20220905,9,0.85,56,69,17
20220905,10,0.85,43,111,18
20220905,11,0.84,29,149,18
20220905,12,0.87,18,175,16
20220905,13,0.76,14,186,14
20220905,14,0.7,15,198,14
20220905,15,0.7,18,210,13
20220905,16,0.67,16,221,13
20220905,17,0.67,17,213,13
20220905,18,0.67,19,201,12
20220905,19,0.72,25,185,11
20220905,20,0.83,41,131,10
20220905,21,0.91,59,88,10
20220905,22,0.89,55,96,10
20220905,23,0.89,38,121,12
20220906,0,0.86,39,91,11
20220906,1,0.85,45,70,10
20220906,2,0.86,53,49,10
20220906,3,0.86,49,45,10
20220906,4,0.85,59,32,11
20220906,5,0.86,68,18,11
20220906,6,0.91,66,16,10
20220906,7,0.94,61,17,10
20220906,8,0.95,57,37,12
20220906,9,1,47,76,14
20220906,10,0.96,35,130,14
20220906,11,0.94,20,195,14
20220906,12,0.88,14,219,14
20220906,13,0.84,13,223,13
20220906,14,0.77,12,217,13
20220906,15,0.78,12,210,12
20220906,16,0.8,12,209,11
20220906,17,0.84,13,210,10
20220906,18,0.99,16,216,10
20220906,19,1.03,19,202,10
20220906,20,0.99,20,174,10
20220906,21,0.84,22,144,12
20220906,22,0.77,24,127,14
20220906,23,0.82,30,111,17
20220907,0,0.84,31,103,18
20220907,1,0.85,33,89,17
20220907,2,0.81,37,70,15
20220907,3,0.82,41,57,15
20220907,4,0.86,42,49,16
20220907,5,0.9,48,40,15
20220907,6,1.01,53,34,16
20220907,7,1.14,52,38,17
20220907,8,1.13,51,52,18
20220907,9,0.86,35,106,19
20220907,10,0.74,30,131,17
20220907,11,0.63,25,159,15
20220907,12,0.58,18,183,13
20220907,13,0.54,16,194,12
20220907,14,0.52,16,201,12
20220907,15,0.59,18,207,12
20220907,16,0.59,19,206,14
20220907,17,0.64,19,199,14
20220907,18,0.69,25,187,15
20220907,19,0.75,33,164,14
20220907,20,0.86,44,127,13
20220907,21,0.88,63,91,13
20220907,22,0.94,75,73,13
20220907,23,0.81,54,105,14
20220908,0,0.81,39,108,14
20220908,1,0.76,35,92,14
20220908,2,0.72,42,70,12
20220908,3,0.75,45,56,12
20220908,4,0.72,48,40,11
20220908,5,0.75,48,36,10
20220908,6,0.79,51,34,12
20220908,7,0.72,50,41,14
20220908,8,0.81,49,47,16
20220908,9,0.89,46,61,17
20220908,10,0.87,38,82,19
20220908,11,0.74,34,92,16
20220908,12,0.69,24,106,13
20220908,13,0.6,19,131,11
20220908,14,0.61,22,151,10
20220908,15,0.53,16,171,9
20220908,16,0.5,19,173,9
20220908,17,0.53,21,181,9
20220908,18,0.58,28,181,9
20220908,19,0.61,42,153,9
20220908,20,0.67,49,128,10
20220908,21,0.69,46,106,10
20220908,22,0.66,42,97,12
20220908,23,0.66,41,91,11
20220909,0,0.68,43,86,11
20220909,1,0.69,32,92,10
20220909,2,0.65,32,77,9
20220909,3,0.69,36,64,9
20220909,4,0.71,47,47,10
20220909,5,0.76,61,25,10
20220909,6,0.8,67,16,11
20220909,7,0.87,65,17,11
20220909,8,0.89,57,34,13
20220909,9,0.79,39,71,14
20220909,10,0.66,30,90,11
20220909,11,0.76,24,108,12
20220909,12,0.77,20,129,12
20220909,13,0.71,17,145,11
20220909,14,0.69,14,163,12
20220909,15,0.69,15,168,11
20220909,16,0.59,14,147,10
20220909,17,0.56,13,122,9
20220909,18,0.58,19,112,9
20220909,19,0.65,23,114,11
20220909,20,0.71,22,122,13
20220909,21,0.66,21,115,12
20220909,22,0.63,21,105,14
20220909,23,0.61,20,95,17
20220910,0,0.61,20,88,13
20220910,1,0.68,27,70,10
20220910,2,0.65,31,57,10
20220910,3,0.64,32,48,10
20220910,4,0.65,38,34,11
20220910,5,0.71,46,25,12
20220910,6,0.74,45,19,12
20220910,7,0.8,46,21,12
20220910,8,0.76,32,49,15
20220910,9,0.67,20,87,17
20220910,10,0.58,14,112,12
20220910,11,0.55,11,138,9
20220910,12,0.56,9,162,10
20220910,13,0.59,11,169,10
20220910,14,0.59,13,170,10
20220910,15,0.59,12,171,10
20220910,16,0.59,15,171,10
20220910,17,0.61,14,168,10
20220910,18,0.61,18,163,11
20220910,19,0.69,18,154,11
20220910,20,0.7,14,149,10
20220910,21,0.71,15,141,9
20220910,22,0.72,18,124,11
20220910,23,0.72,20,115,10
20220911,0,0.75,20,111,10
20220911,1,0.71,18,101,10
20220911,2,0.68,21,81,9
20220911,3,0.68,26,70,9
20220911,4,0.71,26,66,10
20220911,5,0.74,27,55,9
20220911,6,0.75,34,39,9
20220911,7,0.82,39,39,10
20220911,8,0.76,32,60,11
20220911,9,0.75,22,97,13
20220911,11,0.73,16,155,14
20220911,12,0.69,13,182,12
20220911,13,0.67,11,193,13
20220911,14,0.69,10,197,12
20220911,15,0.75,10,200,11
20220911,17,0.76,13,202,10
20220911,18,0.79,17,177,9
20220911,19,0.79,20,156,8
20220911,20,0.77,26,133,9
20220911,21,0.76,20,137,9
20220911,22,0.76,19,133,9
20220911,23,0.79,18,122,9
20220912,0,0.75,15,112,8
20220912,1,0.74,18,96,9
20220912,2,0.74,22,82,10
20220912,3,0.73,23,73,9
20220912,4,0.74,27,63,9
20220912,5,0.77,32,48,9
20220912,6,0.8,45,27,9
20220912,7,0.8,46,23,9
20220912,8,0.77,41,35,11
20220912,9,0.72,27,62,14
20220912,10,0.65,22,84,14
20220912,11,0.65,18,115,13
20220912,12,0.66,16,148,11
20220912,13,0.71,14,176,11
20220912,14,0.75,12,188,10
20220912,15,0.74,13,188,8
20220912,16,0.74,16,173,8
20220912,17,0.73,17,159,8
20220912,18,0.75,22,140,8
20220912,19,0.72,21,127,9
20220912,20,0.71,21,118,9
20220912,21,0.72,24,110,9
